"","hour","day","month","year","mw"
"59021",5,25,9,2022,3027.205
"59022",6,25,9,2022,3106.7
"59023",7,25,9,2022,3193.152
"59024",8,25,9,2022,3345.335
"59025",9,25,9,2022,3457.79
"59026",10,25,9,2022,3506.065
"59027",11,25,9,2022,3584.12
"59028",12,25,9,2022,3649.254
"59029",13,25,9,2022,3701.625
"59030",14,25,9,2022,3704.713
"59031",15,25,9,2022,3735.424
"59032",16,25,9,2022,3777.826
"59033",17,25,9,2022,3829.66
"59034",18,25,9,2022,3785.406
"59035",19,25,9,2022,3803.018
"59036",20,25,9,2022,3774.592
"59037",21,25,9,2022,3602.612
"59038",22,25,9,2022,3433.64
"59039",23,25,9,2022,3263.481
"59040",0,26,9,2022,3145.631
"59041",1,26,9,2022,3101.356
"59042",2,26,9,2022,3075.399
"59043",3,26,9,2022,3028.299
"59044",4,26,9,2022,3075.493
"59045",5,26,9,2022,3248.62
"59046",6,26,9,2022,3555.228
"59047",7,26,9,2022,3727.91
"59048",8,26,9,2022,3763.29
"59049",9,26,9,2022,3753.423
"59050",10,26,9,2022,3807.677
"59051",11,26,9,2022,3872.24
"59052",12,26,9,2022,3959.808
"59053",13,26,9,2022,4004.937
"59054",14,26,9,2022,4017.221
"59055",15,26,9,2022,4066.448
"59056",16,26,9,2022,4119.647
"59057",17,26,9,2022,4124.91
"59058",18,26,9,2022,4116.954
"59059",19,26,9,2022,4158.84
"59060",20,26,9,2022,4084.149
"59061",21,26,9,2022,3884.563
"59062",22,26,9,2022,3689.95
"59063",23,26,9,2022,3479.618
"59064",0,27,9,2022,3316.294
"59065",1,27,9,2022,3211.38
"59066",2,27,9,2022,3176.879
"59067",3,27,9,2022,3166.005
"59068",4,27,9,2022,3236.546
"59069",5,27,9,2022,3402.881
"59070",6,27,9,2022,3739.144
"59071",7,27,9,2022,3917.712
"59072",8,27,9,2022,3922.694
"59073",9,27,9,2022,3904.144
"59074",10,27,9,2022,3890.518
"59075",11,27,9,2022,3878.14
"59076",12,27,9,2022,3873.484
"59077",13,27,9,2022,3885.178
"59078",14,27,9,2022,3884.273
"59079",15,27,9,2022,3887.058
"59080",16,27,9,2022,3964.192
"59081",17,27,9,2022,3988.342
"59082",18,27,9,2022,4012.948
"59083",19,27,9,2022,4117.65
"59084",20,27,9,2022,4104.59
"59085",21,27,9,2022,3915.936
"59086",22,27,9,2022,3719.606
"59087",23,27,9,2022,3538.389
"59088",0,28,9,2022,3405.072
"59089",1,28,9,2022,3347.826
"59090",2,28,9,2022,3319.794
"59091",3,28,9,2022,3329.99
"59092",4,28,9,2022,3394.83
"59093",5,28,9,2022,3611.75
"59094",6,28,9,2022,3937.193
"59095",7,28,9,2022,4127.045
"59096",8,28,9,2022,4083.276
"59097",9,28,9,2022,4015.794
"59098",10,28,9,2022,3948.074
"59099",11,28,9,2022,3904.862
"59100",12,28,9,2022,3871.741
"59101",13,28,9,2022,3845.885
"59102",14,28,9,2022,3823.215
"59103",15,28,9,2022,3829.905
"59104",16,28,9,2022,3870.536
"59105",17,28,9,2022,3903.917
"59106",18,28,9,2022,3944.594
"59107",19,28,9,2022,4066.311
"59108",20,28,9,2022,4068.343
"59109",21,28,9,2022,3949.825
"59110",22,28,9,2022,3776.792
"59111",23,28,9,2022,3584.104
"59112",0,29,9,2022,3445.818
"59113",1,29,9,2022,3365.726
"59114",2,29,9,2022,3344.01
"59115",3,29,9,2022,3369.773
"59116",4,29,9,2022,3439.658
"59117",5,29,9,2022,3596.082
"59118",6,29,9,2022,3890.128
"59119",7,29,9,2022,4075.076
"59120",8,29,9,2022,4074.456
"59121",9,29,9,2022,4008.104
"59122",10,29,9,2022,3941.369
"59123",11,29,9,2022,3906.344
"59124",12,29,9,2022,3858.702
"59125",13,29,9,2022,3861.307
"59126",14,29,9,2022,3806.075
"59127",15,29,9,2022,3784.806
"59128",16,29,9,2022,3798.223
"59129",17,29,9,2022,3848.91
"59130",18,29,9,2022,3858.522
"59131",19,29,9,2022,3954.163
"59132",20,29,9,2022,3969.874
"59133",21,29,9,2022,3836.773
"59134",22,29,9,2022,3692.789
"59135",23,29,9,2022,3478.413
"59136",0,30,9,2022,3379.255
"59137",1,30,9,2022,3316.675
"59138",2,30,9,2022,3287.16
"59139",3,30,9,2022,3327.516
"59140",4,30,9,2022,3402.02
"59141",5,30,9,2022,3582.891
"59142",6,30,9,2022,3868.063
"59143",7,30,9,2022,4035.738
"59144",8,30,9,2022,4087.093
"59145",9,30,9,2022,4107.012
"59146",10,30,9,2022,4092.299
"59147",11,30,9,2022,4071.253
"59148",12,30,9,2022,4038.105
"59149",13,30,9,2022,4003.491
"59150",14,30,9,2022,3955.598
"59151",15,30,9,2022,3920.099
"59152",16,30,9,2022,3973.771
"59153",17,30,9,2022,4047.383
"59154",18,30,9,2022,4068.421
"59155",19,30,9,2022,4104.366
"59156",20,30,9,2022,4029.972
"59157",21,30,9,2022,3916.081
"59158",22,30,9,2022,3730.637
"59159",23,30,9,2022,3539.812
"59160",0,1,10,2022,3398.252
"59161",1,1,10,2022,3335.862
"59162",2,1,10,2022,3280.159
"59163",3,1,10,2022,3236.82
"59164",4,1,10,2022,3272.409
"59165",5,1,10,2022,3331.601
"59166",6,1,10,2022,3406.423
"59167",7,1,10,2022,3530.586
"59168",8,1,10,2022,3660.774
"59169",9,1,10,2022,3774.872
"59170",10,1,10,2022,3819.699
"59171",11,1,10,2022,3832.522
"59172",12,1,10,2022,3809.643
"59173",13,1,10,2022,3776.567
"59174",14,1,10,2022,3724.695
"59175",15,1,10,2022,3734.298
"59176",16,1,10,2022,3746.049
"59177",17,1,10,2022,3764.34
"59178",18,1,10,2022,3787.741
"59179",19,1,10,2022,3860.81
"59180",20,1,10,2022,3790.799
"59181",21,1,10,2022,3692.752
"59182",22,1,10,2022,3544.219
"59183",23,1,10,2022,3393.232
"59184",0,2,10,2022,3277.581
"59185",1,2,10,2022,3201.226
"59186",2,2,10,2022,3142.712
"59187",3,2,10,2022,3136.884
"59188",4,2,10,2022,3132.448
"59189",5,2,10,2022,3145.701
"59190",6,2,10,2022,3199.961
"59191",7,2,10,2022,3356.303
"59192",8,2,10,2022,3481.175
"59193",9,2,10,2022,3603.369
"59194",10,2,10,2022,3619.996
"59195",11,2,10,2022,3634.599
"59196",12,2,10,2022,3661.414
"59197",13,2,10,2022,3656.722
"59198",14,2,10,2022,3643.311
"59199",15,2,10,2022,3653.213
"59200",16,2,10,2022,3707.248
"59201",17,2,10,2022,3741.564
"59202",18,2,10,2022,3792.746
"59203",19,2,10,2022,3872.956
"59204",20,2,10,2022,3853.827
"59205",21,2,10,2022,3706.02
"59206",22,2,10,2022,3547.559
"59207",23,2,10,2022,3389.979
"59208",0,3,10,2022,3288.227
"59209",1,3,10,2022,3226.768
"59210",2,3,10,2022,3237.22
"59211",3,3,10,2022,3234.323
"59212",4,3,10,2022,3274.651
"59213",5,3,10,2022,3467.504
"59214",6,3,10,2022,3790.138
"59215",7,3,10,2022,3944.399
"59216",8,3,10,2022,3994.495
"59217",9,3,10,2022,3972.378
"59218",10,3,10,2022,3974.605
"59219",11,3,10,2022,3893.11
"59220",12,3,10,2022,3866.336
"59221",13,3,10,2022,3844.924
"59222",14,3,10,2022,3829.483
"59223",15,3,10,2022,3804.687
"59224",16,3,10,2022,3834.409
"59225",17,3,10,2022,3865.685
"59226",18,3,10,2022,3934.281
"59227",19,3,10,2022,4074.427
"59228",20,3,10,2022,4065.305
"59229",21,3,10,2022,3944.815
"59230",22,3,10,2022,3788.158
"59231",23,3,10,2022,3626.089
"59232",0,4,10,2022,3508.754
"59233",1,4,10,2022,3454.511
"59234",2,4,10,2022,3448.949
"59235",3,4,10,2022,3486.06
"59236",4,4,10,2022,3578.721
"59237",5,4,10,2022,3777.256
"59238",6,4,10,2022,4098.916
"59239",7,4,10,2022,4305.811
"59240",8,4,10,2022,4272.95
"59241",9,4,10,2022,4190.497
"59242",10,4,10,2022,4072.456
"59243",11,4,10,2022,3995.506
"59244",12,4,10,2022,3930.996
"59245",13,4,10,2022,3929.722
"59246",14,4,10,2022,3864.324
"59247",15,4,10,2022,3814.346
"59248",16,4,10,2022,3841.072
"59249",17,4,10,2022,3894.009
"59250",18,4,10,2022,3930.799
"59251",19,4,10,2022,4050.175
"59252",20,4,10,2022,4058.752
"59253",21,4,10,2022,3954.755
"59254",22,4,10,2022,3807.731
"59255",23,4,10,2022,3622.643
"59256",0,5,10,2022,3502.838
"59257",1,5,10,2022,3458.002
"59258",2,5,10,2022,3457.139
"59259",3,5,10,2022,3507.825
"59260",4,5,10,2022,3588.764
"59261",5,5,10,2022,3794.396
"59262",6,5,10,2022,4102.799
"59263",7,5,10,2022,4271.974
"59264",8,5,10,2022,4228.67
"59265",9,5,10,2022,4107.416
"59266",10,5,10,2022,3981.505
"59267",11,5,10,2022,3895.016
"59268",12,5,10,2022,3853.483
"59269",13,5,10,2022,3838.003
"59270",14,5,10,2022,3820.114
"59271",15,5,10,2022,3813.357
"59272",16,5,10,2022,3868.494
"59273",17,5,10,2022,3910.27
"59274",18,5,10,2022,3975.538
"59275",19,5,10,2022,4077.867
"59276",20,5,10,2022,4039.454
"59277",21,5,10,2022,3892.077
"59278",22,5,10,2022,3701.525
"59279",23,5,10,2022,3534.616
"59280",0,6,10,2022,3389.686
"59281",1,6,10,2022,3332.523
"59282",2,6,10,2022,3328.114
"59283",3,6,10,2022,3356.221
"59284",4,6,10,2022,3427.92
"59285",5,6,10,2022,3635.696
"59286",6,6,10,2022,3973.484
"59287",7,6,10,2022,4163.314
"59288",8,6,10,2022,4155.244
"59289",9,6,10,2022,4042.66
"59290",10,6,10,2022,3988.106
"59291",11,6,10,2022,3905.923
"59292",12,6,10,2022,3885.027
"59293",13,6,10,2022,3897.605
"59294",14,6,10,2022,3900.958
"59295",15,6,10,2022,3907.449
"59296",16,6,10,2022,3931.338
"59297",17,6,10,2022,3966.685
"59298",18,6,10,2022,3981.81
"59299",19,6,10,2022,4048.012
"59300",20,6,10,2022,4023.548
"59301",21,6,10,2022,3893.546
"59302",22,6,10,2022,3700.689
"59303",23,6,10,2022,3529.204
"59304",0,7,10,2022,3388.848
"59305",1,7,10,2022,3312.515
"59306",2,7,10,2022,3281.848
"59307",3,7,10,2022,3310.119
"59308",4,7,10,2022,3389.33
"59309",5,7,10,2022,3596.153
"59310",6,7,10,2022,3903.44
"59311",7,7,10,2022,4070.584
"59312",8,7,10,2022,4053.492
"59313",9,7,10,2022,3970.523
"59314",10,7,10,2022,3910.652
"59315",11,7,10,2022,3880.754
"59316",12,7,10,2022,3849.22
"59317",13,7,10,2022,3879.368
"59318",14,7,10,2022,3862.411
"59319",15,7,10,2022,3872.121
"59320",16,7,10,2022,3893.734
"59321",17,7,10,2022,3887.4
"59322",18,7,10,2022,3839.493
"59323",19,7,10,2022,3910.517
"59324",20,7,10,2022,3835.569
"59325",21,7,10,2022,3751.764
"59326",22,7,10,2022,3600.334
"59327",23,7,10,2022,3428.199
"59328",0,8,10,2022,3251.031
"59329",1,8,10,2022,3179.001
"59330",2,8,10,2022,3128.494
"59331",3,8,10,2022,3152.456
"59332",4,8,10,2022,3213.727
"59333",5,8,10,2022,3299.002
"59334",6,8,10,2022,3416.326
"59335",7,8,10,2022,3572.18
"59336",8,8,10,2022,3696.253
"59337",9,8,10,2022,3732.732
"59338",10,8,10,2022,3697.247
"59339",11,8,10,2022,3624.664
"59340",12,8,10,2022,3554.247
"59341",13,8,10,2022,3498.709
"59342",14,8,10,2022,3475.804
"59343",15,8,10,2022,3462.694
"59344",16,8,10,2022,3482.846
"59345",17,8,10,2022,3526.193
"59346",18,8,10,2022,3576.215
"59347",19,8,10,2022,3737.073
"59348",20,8,10,2022,3760.024
"59349",21,8,10,2022,3687.319
"59350",22,8,10,2022,3637.26
"59351",23,8,10,2022,3602.164
"59352",0,9,10,2022,3564.531
"59353",1,9,10,2022,3571.353
"59354",2,9,10,2022,3588.779
"59355",3,9,10,2022,3615.571
"59356",4,9,10,2022,3688.87
"59357",5,9,10,2022,3815.352
"59358",6,9,10,2022,3950.952
"59359",7,9,10,2022,4116.079
"59360",8,9,10,2022,4218.803
"59361",9,9,10,2022,4094.236
"59362",10,9,10,2022,3863.826
"59363",11,9,10,2022,3675.469
"59364",12,9,10,2022,3550.226
"59365",13,9,10,2022,3501.339
"59366",14,9,10,2022,3446.358
"59367",15,9,10,2022,3415.09
"59368",16,9,10,2022,3444.326
"59369",17,9,10,2022,3522.565
"59370",18,9,10,2022,3629.826
"59371",19,9,10,2022,3788.57
"59372",20,9,10,2022,3786.977
"59373",21,9,10,2022,3706.887
"59374",22,9,10,2022,3592.635
"59375",23,9,10,2022,3537.82
"59376",0,10,10,2022,3501.979
"59377",1,10,10,2022,3511.037
"59378",2,10,10,2022,3551.149
"59379",3,10,10,2022,3655.392
"59380",4,10,10,2022,3794.556
"59381",5,10,10,2022,4034.144
"59382",6,10,10,2022,4384.092
"59383",7,10,10,2022,4637.758
"59384",8,10,10,2022,4645.143
"59385",9,10,10,2022,4437.657
"59386",10,10,10,2022,4216.07
"59387",11,10,10,2022,4064.074
"59388",12,10,10,2022,3966.119
"59389",13,10,10,2022,3906.823
"59390",14,10,10,2022,3859.344
"59391",15,10,10,2022,3828.258
"59392",16,10,10,2022,3824.049
"59393",17,10,10,2022,3877.279
"59394",18,10,10,2022,3954.635
"59395",19,10,10,2022,4122.267
"59396",20,10,10,2022,4069.833
"59397",21,10,10,2022,3961.476
"59398",22,10,10,2022,3807.886
"59399",23,10,10,2022,3670.344
"59400",0,11,10,2022,3573.191
"59401",1,11,10,2022,3559.032
"59402",2,11,10,2022,3566.317
"59403",3,11,10,2022,3592.553
"59404",4,11,10,2022,3715.85
"59405",5,11,10,2022,3930.834
"59406",6,11,10,2022,4327.943
"59407",7,11,10,2022,4533.04
"59408",8,11,10,2022,4486.134
"59409",9,11,10,2022,4301.687
"59410",10,11,10,2022,4129.931
"59411",11,11,10,2022,3995.433
"59412",12,11,10,2022,3894.069
"59413",13,11,10,2022,3830.121
"59414",14,11,10,2022,3818.907
"59415",15,11,10,2022,3781.173
"59416",16,11,10,2022,3802.142
"59417",17,11,10,2022,3836.79
"59418",18,11,10,2022,3873.041
"59419",19,11,10,2022,4028.787
"59420",20,11,10,2022,3963.308
"59421",21,11,10,2022,3824.362
"59422",22,11,10,2022,3677.788
"59423",23,11,10,2022,3538.346
"59424",0,12,10,2022,3424.643
"59425",1,12,10,2022,3371.022
"59426",2,12,10,2022,3372.01
"59427",3,12,10,2022,3404.952
"59428",4,12,10,2022,3501.741
"59429",5,12,10,2022,3714.496
"59430",6,12,10,2022,4039.225
"59431",7,12,10,2022,4195.814
"59432",8,12,10,2022,4180.361
"59433",9,12,10,2022,4035.879
"59434",10,12,10,2022,3983.623
"59435",11,12,10,2022,3968.919
"59436",12,12,10,2022,3911.856
"59437",13,12,10,2022,3904.938
"59438",14,12,10,2022,3887.859
"59439",15,12,10,2022,3896.143
"59440",16,12,10,2022,3951.707
"59441",17,12,10,2022,3982.797
"59442",18,12,10,2022,4035.007
"59443",19,12,10,2022,4093.097
"59444",20,12,10,2022,4034.639
"59445",21,12,10,2022,3884.67
"59446",22,12,10,2022,3708.447
"59447",23,12,10,2022,3516.534
"59448",0,13,10,2022,3354.268
"59449",1,13,10,2022,3247.39
"59450",2,13,10,2022,3192.304
"59451",3,13,10,2022,3183.908
"59452",4,13,10,2022,3269.309
"59453",5,13,10,2022,3378.044
"59454",6,13,10,2022,3648.026
"59455",7,13,10,2022,3835.411
"59456",8,13,10,2022,3911.479
"59457",9,13,10,2022,3941.519
"59458",10,13,10,2022,3967.894
"59459",11,13,10,2022,3963.004
"59460",12,13,10,2022,3952.327
"59461",13,13,10,2022,3958.405
"59462",14,13,10,2022,3941.131
"59463",15,13,10,2022,3920.627
"59464",16,13,10,2022,3945.531
"59465",17,13,10,2022,3930.475
"59466",18,13,10,2022,3969.081
"59467",19,13,10,2022,4082.798
"59468",20,13,10,2022,4041.787
"59469",21,13,10,2022,3904.311
"59470",22,13,10,2022,3756.953
"59471",23,13,10,2022,3576.483
"59472",0,14,10,2022,3458.323
"59473",1,14,10,2022,3407.698
"59474",2,14,10,2022,3398.883
"59475",3,14,10,2022,3432.751
"59476",4,14,10,2022,3538.01
"59477",5,14,10,2022,3733.812
"59478",6,14,10,2022,4087.411
"59479",7,14,10,2022,4329.077
"59480",8,14,10,2022,4372.69
"59481",9,14,10,2022,4239.969
"59482",10,14,10,2022,4098.741
"59483",11,14,10,2022,3974.474
"59484",12,14,10,2022,3905.654
"59485",13,14,10,2022,3874.064
"59486",14,14,10,2022,3803.796
"59487",15,14,10,2022,3708.344
"59488",16,14,10,2022,3712.531
"59489",17,14,10,2022,3727.526
"59490",18,14,10,2022,3752.245
"59491",19,14,10,2022,3861.623
"59492",20,14,10,2022,3823.687
"59493",21,14,10,2022,3770.909
"59494",22,14,10,2022,3708.108
"59495",23,14,10,2022,3579.94
"59496",0,15,10,2022,3504.912
"59497",1,15,10,2022,3459.256
"59498",2,15,10,2022,3442.428
"59499",3,15,10,2022,3452.306
"59500",4,15,10,2022,3515.397
"59501",5,15,10,2022,3632.766
"59502",6,15,10,2022,3771.939
"59503",7,15,10,2022,3900.559
"59504",8,15,10,2022,3967.435
"59505",9,15,10,2022,3852.776
"59506",10,15,10,2022,3721.69
"59507",11,15,10,2022,3597.877
"59508",12,15,10,2022,3531.074
"59509",13,15,10,2022,3513.963
"59510",14,15,10,2022,3510.412
"59511",15,15,10,2022,3506.602
"59512",16,15,10,2022,3577.549
"59513",17,15,10,2022,3580.188
"59514",18,15,10,2022,3599.951
"59515",19,15,10,2022,3664.727
"59516",20,15,10,2022,3620.555
"59517",21,15,10,2022,3538.208
"59518",22,15,10,2022,3389.92
"59519",23,15,10,2022,3250.326
"59520",0,16,10,2022,3143.385
"59521",1,16,10,2022,3084.741
"59522",2,16,10,2022,3072.537
"59523",3,16,10,2022,3068.063
"59524",4,16,10,2022,3071.737
"59525",5,16,10,2022,3133.278
"59526",6,16,10,2022,3217.537
"59527",7,16,10,2022,3341.164
"59528",8,16,10,2022,3455.724
"59529",9,16,10,2022,3521.882
"59530",10,16,10,2022,3516.994
"59531",11,16,10,2022,3488.613
"59532",12,16,10,2022,3494.996
"59533",13,16,10,2022,3499.246
"59534",14,16,10,2022,3503.573
"59535",15,16,10,2022,3520.338
"59536",16,16,10,2022,3586.501
"59537",17,16,10,2022,3656.985
"59538",18,16,10,2022,3719.383
"59539",19,16,10,2022,3792.89
"59540",20,16,10,2022,3743.774
"59541",21,16,10,2022,3623.418
"59542",22,16,10,2022,3425.099
"59543",23,16,10,2022,3275.849
"59544",0,17,10,2022,3196.962
"59545",1,17,10,2022,3146.28
"59546",2,17,10,2022,3143.162
"59547",3,17,10,2022,3164.141
"59548",4,17,10,2022,3226.896
"59549",5,17,10,2022,3390.805
"59550",6,17,10,2022,3666.545
"59551",7,17,10,2022,3872.405
"59552",8,17,10,2022,3936.639
"59553",9,17,10,2022,3951.13
"59554",10,17,10,2022,3940.577
"59555",11,17,10,2022,3945.468
"59556",12,17,10,2022,3925.486
"59557",13,17,10,2022,3909.452
"59558",14,17,10,2022,3864.046
"59559",15,17,10,2022,3837.407
"59560",16,17,10,2022,3841.126
"59561",17,17,10,2022,3873.632
"59562",18,17,10,2022,4009.324
"59563",19,17,10,2022,4179.574
"59564",20,17,10,2022,4166.73
"59565",21,17,10,2022,4082.525
"59566",22,17,10,2022,3927.498
"59567",23,17,10,2022,3807.755
"59568",0,18,10,2022,3707.368
"59569",1,18,10,2022,3692.718
"59570",2,18,10,2022,3708.022
"59571",3,18,10,2022,3749.532
"59572",4,18,10,2022,3890.501
"59573",5,18,10,2022,4144.87
"59574",6,18,10,2022,4539.635
"59575",7,18,10,2022,4784.402
"59576",8,18,10,2022,4803.101
"59577",9,18,10,2022,4752.61
"59578",10,18,10,2022,4710.278
"59579",11,18,10,2022,4661.613
"59580",12,18,10,2022,4613.472
"59581",13,18,10,2022,4572.783
"59582",14,18,10,2022,4519.95
"59583",15,18,10,2022,4494.8
"59584",16,18,10,2022,4544.539
"59585",17,18,10,2022,4624.626
"59586",18,18,10,2022,4776.882
"59587",19,18,10,2022,4902.072
"59588",20,18,10,2022,4843.536
"59589",21,18,10,2022,4703.769
"59590",22,18,10,2022,4489.005
"59591",23,18,10,2022,4329.348
"59592",0,19,10,2022,4218.053
"59593",1,19,10,2022,4143.912
"59594",2,19,10,2022,4165.013
"59595",3,19,10,2022,4188.642
"59596",4,19,10,2022,4273.254
"59597",5,19,10,2022,4465.831
"59598",6,19,10,2022,4776.805
"59599",7,19,10,2022,4967.713
"59600",8,19,10,2022,4951.759
"59601",9,19,10,2022,4837.641
"59602",10,19,10,2022,4714.843
"59603",11,19,10,2022,4582.98
"59604",12,19,10,2022,4456.467
"59605",13,19,10,2022,4368.172
"59606",14,19,10,2022,4258.577
"59607",15,19,10,2022,4171.91
"59608",16,19,10,2022,4152.602
"59609",17,19,10,2022,4186.449
"59610",18,19,10,2022,4345.339
"59611",19,19,10,2022,4565.017
"59612",20,19,10,2022,4591.35
"59613",21,19,10,2022,4549.747
"59614",22,19,10,2022,4449.465
"59615",23,19,10,2022,4345.317
"59616",0,20,10,2022,4292.335
"59617",1,20,10,2022,4291.921
"59618",2,20,10,2022,4330.691
"59619",3,20,10,2022,4391.611
"59620",4,20,10,2022,4526.35
"59621",5,20,10,2022,4795.162
"59622",6,20,10,2022,5196.547
"59623",7,20,10,2022,5430.753
"59624",8,20,10,2022,5379.167
"59625",9,20,10,2022,5069.945
"59626",10,20,10,2022,4683.898
"59627",11,20,10,2022,4395.161
"59628",12,20,10,2022,4224.636
"59629",13,20,10,2022,4113.398
"59630",14,20,10,2022,3985.543
"59631",15,20,10,2022,3908.625
"59632",16,20,10,2022,3912.94
"59633",17,20,10,2022,3957.32
"59634",18,20,10,2022,4108.8
"59635",19,20,10,2022,4322.8
"59636",20,20,10,2022,4338.612
"59637",21,20,10,2022,4302.986
"59638",22,20,10,2022,4213.331
"59639",23,20,10,2022,4111.931
"59640",0,21,10,2022,4087.144
"59641",1,21,10,2022,4119.794
"59642",2,21,10,2022,4175.183
"59643",3,21,10,2022,4279.797
"59644",4,21,10,2022,4429.87
"59645",5,21,10,2022,4672.396
"59646",6,21,10,2022,5039.996
"59647",7,21,10,2022,5273.791
"59648",8,21,10,2022,5252.282
"59649",9,21,10,2022,4950.685
"59650",10,21,10,2022,4550.733
"59651",11,21,10,2022,4276.069
"59652",12,21,10,2022,4088.471
"59653",13,21,10,2022,3963.535
"59654",14,21,10,2022,3847.953
"59655",15,21,10,2022,3783.994
"59656",16,21,10,2022,3799.065
"59657",17,21,10,2022,3817.311
"59658",18,21,10,2022,3886.64
"59659",19,21,10,2022,4023.573
"59660",20,21,10,2022,4014.4
"59661",21,21,10,2022,3981.704
"59662",22,21,10,2022,3894.756
"59663",23,21,10,2022,3797.131
"59664",0,22,10,2022,3733.665
"59665",1,22,10,2022,3726.348
"59666",2,22,10,2022,3775.186
"59667",3,22,10,2022,3830.884
"59668",4,22,10,2022,3946.617
"59669",5,22,10,2022,4092.662
"59670",6,22,10,2022,4277.248
"59671",7,22,10,2022,4476.2
"59672",8,22,10,2022,4566.72
"59673",9,22,10,2022,4374.437
"59674",10,22,10,2022,4098.371
"59675",11,22,10,2022,3857.11
"59676",12,22,10,2022,3680.65
"59677",13,22,10,2022,3572.811
"59678",14,22,10,2022,3484.8
"59679",15,22,10,2022,3439.921
"59680",16,22,10,2022,3522.176
"59681",17,22,10,2022,3557.998
"59682",18,22,10,2022,3600.666
"59683",19,22,10,2022,3683.456
"59684",20,22,10,2022,3625.335
"59685",21,22,10,2022,3560.058
"59686",22,22,10,2022,3489.308
"59687",23,22,10,2022,3386.175
"59688",0,23,10,2022,3332.959
"59689",1,23,10,2022,3318.748
"59690",2,23,10,2022,3340.379
"59691",3,23,10,2022,3384.844
"59692",4,23,10,2022,3491.507
"59693",5,23,10,2022,3608.165
"59694",6,23,10,2022,3778.565
"59695",7,23,10,2022,3944.553
"59696",8,23,10,2022,4122.461
"59697",9,23,10,2022,4016.666
"59698",10,23,10,2022,3780.481
"59699",11,23,10,2022,3575.505
"59700",12,23,10,2022,3507.615
"59701",13,23,10,2022,3461.155
"59702",14,23,10,2022,3440.176
"59703",15,23,10,2022,3443.811
"59704",16,23,10,2022,3475.333
"59705",17,23,10,2022,3554.392
"59706",18,23,10,2022,3631.143
"59707",19,23,10,2022,3782.619
"59708",20,23,10,2022,3736.482
"59709",21,23,10,2022,3613.93
"59710",22,23,10,2022,3492.186
"59711",23,23,10,2022,3369.233
"59712",0,24,10,2022,3301.624
"59713",1,24,10,2022,3303.339
"59714",2,24,10,2022,3321.239
"59715",3,24,10,2022,3405.954
"59716",4,24,10,2022,3560.397
"59717",5,24,10,2022,3820.511
"59718",6,24,10,2022,4243.398
"59719",7,24,10,2022,4480.7
"59720",8,24,10,2022,4510.408
"59721",9,24,10,2022,4370.943
"59722",10,24,10,2022,4183.508
"59723",11,24,10,2022,4042.714
"59724",12,24,10,2022,3946.857
"59725",13,24,10,2022,3896.312
"59726",14,24,10,2022,3885.813
"59727",15,24,10,2022,3900.929
"59728",16,24,10,2022,3957.9
"59729",17,24,10,2022,3954.302
"59730",18,24,10,2022,4004.282
"59731",19,24,10,2022,4092.935
"59732",20,24,10,2022,4021.339
"59733",21,24,10,2022,3868.006
"59734",22,24,10,2022,3695.977
"59735",23,24,10,2022,3514.045
"59736",0,25,10,2022,3386.56
"59737",1,25,10,2022,3306.625
"59738",2,25,10,2022,3346.496
"59739",3,25,10,2022,3381.069
"59740",4,25,10,2022,3486.023
"59741",5,25,10,2022,3721.143
"59742",6,25,10,2022,4118.257
"59743",7,25,10,2022,4328.407
"59744",8,25,10,2022,4350.356
"59745",9,25,10,2022,4227.955
"59746",10,25,10,2022,4096.279
"59747",11,25,10,2022,3985.363
"59748",12,25,10,2022,3916.136
"59749",13,25,10,2022,3899.629
"59750",14,25,10,2022,3868.679
"59751",15,25,10,2022,3855.886
"59752",16,25,10,2022,3893.687
"59753",17,25,10,2022,3913.635
"59754",18,25,10,2022,4018.667
"59755",19,25,10,2022,4116.869
"59756",20,25,10,2022,4044.013
"59757",21,25,10,2022,3871.834
"59758",22,25,10,2022,3655.437
"59759",23,25,10,2022,3464.68
"59760",0,26,10,2022,3325.274
"59761",1,26,10,2022,3273.439
"59762",2,26,10,2022,3245.435
"59763",3,26,10,2022,3224.949
"59764",4,26,10,2022,3298.919
"59765",5,26,10,2022,3442.942
"59766",6,26,10,2022,3728.945
"59767",7,26,10,2022,3911.827
"59768",8,26,10,2022,3954.544
"59769",9,26,10,2022,3944.413
"59770",10,26,10,2022,3969.058
"59771",11,26,10,2022,3950.63
"59772",12,26,10,2022,3941.236
"59773",13,26,10,2022,3936.425
"59774",14,26,10,2022,3918.31
"59775",15,26,10,2022,3904.962
"59776",16,26,10,2022,3949.711
"59777",17,26,10,2022,4001.34
"59778",18,26,10,2022,4116.841
"59779",19,26,10,2022,4194.407
"59780",20,26,10,2022,4126.427
"59781",21,26,10,2022,4011.363
"59782",22,26,10,2022,3821.098
"59783",23,26,10,2022,3633.015
"59784",0,27,10,2022,3519.056
"59785",1,27,10,2022,3449.889
"59786",2,27,10,2022,3422.851
"59787",3,27,10,2022,3457.519
"59788",4,27,10,2022,3529.823
"59789",5,27,10,2022,3732.398
"59790",6,27,10,2022,4079.582
"59791",7,27,10,2022,4278.672
"59792",8,27,10,2022,4277.558
"59793",9,27,10,2022,4201.142
"59794",10,27,10,2022,4135.159
"59795",11,27,10,2022,4040.514
"59796",12,27,10,2022,3988.779
